time,x,y,z,vx,vy,vz
5.35,137.179,9.35061,0,22.1207,-23.4726,0
5.36,137.4,9.11547,0,22.107,-23.5561,0
5.37,137.621,8.87949,0,22.0932,-23.6396,0
5.38,137.842,8.64268,0,22.0795,-23.7229,0
5.39,138.063,8.40503,0,22.0658,-23.8063,0
5.4,138.283,8.16655,0,22.052,-23.8895,0
5.41,138.504,7.92724,0,22.0383,-23.9726,0
5.42,138.724,7.6871,0,22.0245,-24.0557,0
5.43,138.944,7.44613,0,22.0107,-24.1387,0
5.44,139.164,7.20433,0,21.9969,-24.2217,0
5.45,139.384,6.9617,0,21.9831,-24.3045,0
5.46,139.604,6.71824,0,21.9692,-24.3873,0
5.47,139.824,6.47395,0,21.9554,-24.47,0
5.48,140.043,6.22884,0,21.9415,-24.5526,0
5.49,140.262,5.9829,0,21.9276,-24.6352,0
5.5,140.482,5.73614,0,21.9138,-24.7176,0
5.51,140.701,5.48855,0,21.8999,-24.8,0
5.52,140.92,5.24014,0,21.886,-24.8823,0
5.53,141.138,4.9909,0,21.872,-24.9646,0
5.54,141.357,4.74084,0,21.8581,-25.0467,0
5.55,141.576,4.48997,0,21.8441,-25.1288,0
5.56,141.794,4.23827,0,21.8302,-25.2108,0
5.57,142.012,3.98575,0,21.8162,-25.2927,0
5.58,142.23,3.73241,0,21.8022,-25.3746,0
5.59,142.448,3.47826,0,21.7882,-25.4563,0
5.6,142.666,3.22329,0,21.7742,-25.538,0
5.61,142.884,2.9675,0,21.7601,-25.6197,0
5.62,143.101,2.71089,0,21.7461,-25.7012,0
5.63,143.319,2.45348,0,21.732,-25.7826,0
5.64,143.536,2.19524,0,21.718,-25.864,0
5.65,143.753,1.9362,0,21.7039,-25.9453,0
5.66,143.97,1.67634,0,21.6898,-26.0265,0
5.67,144.187,1.41567,0,21.6757,-26.1077,0
5.68,144.403,1.15418,0,21.6616,-26.1887,0
5.69,144.62,0.891891,0,21.6474,-26.2697,0
5.7,144.836,0.628789,0,21.6333,-26.3506,0
5.71,145.053,0.364879,0,21.6191,-26.4314,0
5.72,145.269,0.100161,0,21.6049,-26.5122,0
